ts_code,name,industry_name,trade_date,close_qfq,ma_qfq_60,kdj_qfq,macd_dif_qfq,amount,pct_chg,turnover_rate,volume_ratio,total_mv,circ_mv,open_qfq,high_qfq,low_qfq,kdj_k_qfq,kdj_d_qfq,macd_dea_qfq,macd_qfq,pe_ttm,pb,score_mv,score_turnover,score_pct,score_vr,body_ratio,score_body,score_j,close_vs_ma60,score_ma60,score,score_level
000404.SZ,长虹华意,家用电器,20260720,7.47,7.9950396425834045,2.4142574482612957,-0.1096752814460542,97633.08508,2.1888,1.8929,1.09,519908.9373,517467.9654,7.39,7.58,7.3,15.818053114638523,22.519950947827137,-0.057897122224732166,-0.10355631844264408,10.1987,1.1773,12,20,20,10,0.2857142857142857,5,5,-6.567067407482558,0,72,B
688552.SH,航天南湖,通信设备,20260720,23.85,32.32960726871521,0.7990097952849062,-1.736289017797077,120492.368,2.4485,1.4899,1.2,804336.48,804336.48,23.5,24.77,23.2,10.463930641313441,15.29639106432771,-1.5207094455706585,-0.4311591444528369,,3.1146,4,20,20,10,0.22292993630573335,5,10,-26.228612052831128,0,69,B
300775.SZ,三角防务,航空,20260720,19.49,25.36406250403356,2.607820391416716,-1.2415248701677335,299089.76489,1.3521,2.8965,0.89,1067177.8735,1036169.2835,19.23,19.88,18.86,12.847275994123528,17.967003795476934,-1.2248644725362166,-0.03332079526303389,39.4172,1.812,4,20,20,5,0.2549019607843119,5,5,-23.158997116883103,0,59,C
300008.SZ,天海防务,船舶,20260720,5.69,6.775079528306515,4.694408419930326,-0.2426329930445874,210047.56963,1.6071,2.2508,0.9,983248.6148,937308.0669,5.599999999999999,5.74,5.559999999999999,13.229333206016118,17.496795599059013,-0.22628813430980682,-0.032689717469561175,28.7094,3.9243,4,20,20,5,0.5000000000000049,10,0,-16.015745996382993,0,59,C
300588.SZ,熙菱信息,IT设备,20260720,19.989999999999995,21.815166666666663,-3.016465760590478,-0.019080416426433544,141701.5794,0.7053,3.9225,0.77,382750.529,353467.178,20.06,21.63,19.55,22.393709225402123,35.098796718398425,0.33062283086483907,-0.6994064945825452,,14.9406,25,20,12,0,0.033653846153848026,0,0,-8.3665034265152,0,57,C
688566.SH,吉贝尔,化学制药,20260720,25.25,25.904874622537147,3.9723092408444813,0.209512356028565,74358.431,1.0,1.4536,0.74,507781.54,507781.54,25.05,26.05,24.81,36.82529520818617,53.25178819185702,0.24641522013734077,-0.07380572821755155,19.9859,2.0463,12,20,20,0,0.16129032258064432,0,5,-2.5279976532579242,0,57,C
688543.SH,国科军工,专用机械,20260720,34.3,43.9753728082331,0.45903001060695914,-1.9562965704364998,233655.41,0.8824,2.7217,1.12,859593.672,859593.672,34.33,35.18,33.2,12.147071052901802,17.991091574049225,-1.7631659594787843,-0.3862612219154311,36.1708,3.5135,4,20,12,10,0.01515151515151575,0,10,-22.00179825745939,0,56,C
300446.SZ,航天智造,汽车配件,20260720,13.41,16.8683685633865,-1.8944446585624526,-0.7442669638690091,129987.06386,1.284,2.5953,0.85,1133694.9441,500944.2282,13.46,13.69,12.97,8.73151794971497,14.044499253853681,-0.41913878866514154,-0.6502563504077352,13.6174,1.8739,4,20,20,5,0.06944444444444554,0,5,-20.502092721005834,0,54,C
600283.SH,钱江水利,水务,20260720,7.7,8.356964894207147,0.5284587341305382,-0.12851039344281112,25023.003,0.9174,0.583,0.57,431835.173,431835.173,7.6,7.74,7.56,20.07200278030966,29.84377480339922,-0.09498141733596609,-0.06705795221369007,21.5877,1.3584,12,10,12,0,0.5555555555555567,10,10,-7.861285796025536,0,54,C
301038.SZ,深水规院,建筑工程,20260720,14.7,18.769492833304398,-10.158006586708801,-0.8867061455817549,68505.37973,0.1362,2.0557,0.73,327927.6,327927.6,14.770000000000001,15.35,14.4,10.972277514191775,21.537419564642065,-0.6391902610609514,-0.49503176904160684,68.7463,3.6594,25,20,5,0,0.07368421052631802,0,0,-21.68142138653598,0,50,C
603638.SH,艾迪精密,专用机械,20260720,19.28,23.567975485749244,-3.3359867133215957,-1.0121187376567669,329875.576,0.2079,1.9626,1.06,1697978.032,1697978.032,19.55,19.65,18.6,7.674542886209044,13.179807685974364,-0.44287118445174967,-1.1384951064100344,38.3241,4.6615,4,20,5,10,0.25714285714285745,5,0,-18.194076484601048,0,44,D
300857.SZ,协创数据,IT设备,20260720,220.0,268.7125,2.9285839942062637,-10.884395094469824,7343683.88337,3.4029,6.6634,1.77,10765986.0,10710920.0,224.5,242.0,209.0,9.775388569833876,13.198790857647682,0.37615559042754265,-22.52110136979473,61.6775,20.7369,4,10,20,5,0.13636363636363635,0,5,-18.128110899195228,0,44,D
301191.SZ,菲菱科思,通信设备,20260720,100.9,110.3081026804671,-12.29987693809769,0.4440996492830891,1139709.25273,3.4766,15.045,1.01,977690.73,737152.193,103.03,110.36,97.97,17.946018231159933,33.068965815788744,2.985893483041277,-5.083587667516376,133.2228,5.7426,4,0,20,10,0.1719128329297817,0,0,-8.528931648584184,0,34,D
301045.SZ,天禄科技,元器件,20260720,65.94,62.613901768626675,-14.57444521968688,2.2538613777372802,798033.45423,1.2437,16.7106,1.87,727438.8702,459707.304,66.63,73.58,64.3,11.94332408890795,25.202208743205365,6.170894427445283,-7.834066099416006,198.5865,7.0079,4,0,20,5,0.07435344827586181,0,0,5.3120762920414215,0,29,D
