ts_code,name,industry_name,trade_date,close_qfq,ma_qfq_60,kdj_qfq,macd_dif_qfq,amount,pct_chg,turnover_rate,volume_ratio,total_mv,circ_mv,open_qfq,high_qfq,low_qfq,kdj_k_qfq,kdj_d_qfq,macd_dea_qfq,macd_qfq,pe_ttm,pb,zhixing_mid_duokong,zhixing_duokong,shrink,amplitude,dist_to_mid,score_mid_dist,score_macd,body_ratio,score_body,score,score_level
300005.SZ,探路者,服饰,20260710,21.0,17.11657904524372,-5.427740285962528,1.4113071182475352,724409.95783,0.9615,3.8542,0.83,1855774.5906,1840753.6056,21.0,22.140000000000004,20.83,24.585094693825226,39.591512183719104,1.6766249462496692,-0.530635656004268,215.5104,8.5731,21.06035173286985,18.536115169783216,True,6.298076923076951,0.2865656454144455,50,30,0.0,0,80,A
