ts_code,name,industry_name,trade_date,close_qfq,ma_qfq_60,kdj_qfq,macd_dif_qfq,amount,pct_chg,turnover_rate,volume_ratio,total_mv,circ_mv,open_qfq,high_qfq,low_qfq,kdj_k_qfq,kdj_d_qfq,macd_dea_qfq,macd_qfq,pe_ttm,pb,zhixing_mid_duokong,zhixing_duokong,shrink,amplitude,dist_to_mid,score_mid_dist,score_macd,body_ratio,score_body,score,score_level
002643.SZ,万润股份,化工原料,20260709,19.14,17.10220672638234,-6.94387314927944,0.9655619931775838,574840.77265,1.2698,3.3697,0.8,1753032.7914,1726839.51,18.89,19.17,18.54,31.891737108815796,51.30954223786342,1.0208855623142927,-0.11064713827341777,59.9466,2.4514,19.063775101625453,17.76075927446071,True,3.3333333333333472,0.3998415737082877,50,30,0.3968253968253952,5,85,A
300005.SZ,探路者,服饰,20260709,20.8,17.00758742452087,-9.688919916303234,1.5646734187292566,812666.01682,0.5803,4.5056,0.96,1838100.5469,1823222.6189,20.79,21.15,20.0,28.16684064700961,47.094720928666035,1.7429544032502025,-0.35656196904189175,213.4579,8.4915,20.954395278424737,18.37088114747357,True,5.560928433268852,0.736815719915843,38,30,0.008695652173914414,0,68,B
