ts_code,name,industry_name,trade_date,close_qfq,ma_qfq_60,kdj_qfq,macd_dif_qfq,amount,pct_chg,turnover_rate,volume_ratio,total_mv,circ_mv,open_qfq,high_qfq,low_qfq,kdj_k_qfq,kdj_d_qfq,macd_dea_qfq,macd_qfq,pe_ttm,pb,score_mv,score_turnover,score_pct,score_vr,body_ratio,score_body,score_j,close_vs_ma60,score_ma60,score,score_level
300109.SZ,新开源,化工原料,20260731,12.34,14.568684437377156,-0.21284793027861326,-0.6091024301767334,90289.4968,2.6622,1.4194,1.11,711840.921,638601.787,12.2,12.47,12.13,21.959375961540633,33.04548790745026,-0.5002511219693939,-0.21770261641467892,40.813,1.9236,4,20,20,10,0.4117647058823548,10,5,-15.29777411925598,0,69,B
301367.SZ,瑞迈特,医疗保健,20260731,44.36,44.43222243015201,-1.6757585273361428,0.6073191323232265,107200.24791,1.3248,2.4467,0.57,555761.1548,435168.0512,43.61,45.32,43.61,23.323458683240165,35.82306728852832,0.999404921993559,-0.784171579340665,28.9233,1.806,12,20,20,0,0.43859649122806993,10,5,-0.16254516700249363,0,67,B
300069.SZ,金利华电,电气设备,20260731,24.7,35.819833333333335,-1.5222021417764005,-2.6231034973066336,208153.675,3.6074,7.1032,0.95,288990.0,288990.0,24.8,25.46,24.57,10.02935717641052,15.805136835503978,-1.638629155898446,-1.9689486828163751,,10.5926,25,10,20,5,0.11235955056179928,0,5,-31.043788590120002,0,65,B
688321.SH,微芯生物,化学制药,20260731,26.46,27.54238377083541,0.2594253369249131,-0.03451099689946702,261807.536,1.9653,2.4141,0.76,1172022.6798,1079060.4972,26.46,26.89,26.21,14.864395438907259,22.166880489898432,0.33327042533180656,-0.7355628444625472,119.1253,4.7626,4,20,20,0,0.0,0,10,-3.929884137267539,0,54,C
301092.SZ,争光股份,化工原料,20260731,36.09,47.45653052917232,-5.065464112536372,-3.2338325434545823,179231.05865,1.662,7.8935,0.75,485537.8977,219930.2946,37.3,38.25,36.02,7.969195670919309,14.486525562647149,-1.1745702542837355,-4.1185245783416935,51.8093,2.456,12,10,20,0,0.5426008968609844,10,0,-23.951457054335485,0,52,C
603127.SH,昭衍新药,医疗保健,20260731,41.54,39.38808739562895,-5.0255959374717065,1.2121013409655248,1974018.547,3.7203,7.4545,0.74,3112792.4228,2607535.1718,40.1,43.5,40.09,20.04836868351224,32.585350994004216,2.2612409057818206,-2.0982791296325916,62.8748,3.6378,4,10,20,0,0.42228739002932525,10,0,5.463358966269214,0,44,D
301047.SZ,义翘神州,生物制药,20260731,67.5,66.35474541106129,3.392302398120137,0.47931369638327226,81519.99244,0.7162,1.0025,0.78,821047.725,807169.05,67.33,68.57,66.98,13.985080289821845,19.2814692356727,1.1462165013196584,-1.3338056098727722,52.2138,1.538,4,20,12,0,0.10691823899371249,0,5,1.7259573250473195,3,44,D
