ts_code,name,industry_name,trade_date,close_qfq,ma_qfq_60,kdj_qfq,macd_dif_qfq,amount,pct_chg,turnover_rate,volume_ratio,total_mv,circ_mv,open_qfq,high_qfq,low_qfq,kdj_k_qfq,kdj_d_qfq,macd_dea_qfq,macd_qfq,pe_ttm,pb,zhixing_mid_duokong,zhixing_duokong,shrink,amplitude,dist_to_mid,score_mid_dist,score_macd,body_ratio,score_body,score,score_level
688598.SH,金博股份,矿物制品,20260703,48.59,33.95616666666667,-5.106659220431467,4.460340581832909,1060481.346,1.9299,10.769,1.05,1008597.6929,989173.8404,48.18,50.86,45.7,23.632417819701004,38.00195633976724,5.2024944071110015,-1.4843076505561843,,2.6133,47.726939493325204,39.5922149122807,True,10.824417872876015,1.808329877920417,8,30,0.07945736434108604,0,38,C
