ts_code,name,industry_name,trade_date,close_qfq,ma_qfq_60,kdj_qfq,macd_dif_qfq,amount,pct_chg,turnover_rate,volume_ratio,total_mv,circ_mv,open_qfq,high_qfq,low_qfq,kdj_k_qfq,kdj_d_qfq,macd_dea_qfq,macd_qfq,pe_ttm,pb,score_mv,score_turnover,score_pct,score_vr,body_ratio,score_body,score_j,close_vs_ma60,score_ma60,score,score_level
300340.SZ,科恒股份,电气设备,20260630,8.74,10.366833333333334,2.218623915789081,-0.37186545254400905,75736.3831,3.1877,3.2135,0.85,240799.9352,239006.7494,8.4,8.799999999999999,8.32,18.523083579262583,26.675313410999333,-0.31580576994570564,-0.11211936519660681,,37.3928,25,20,20,5,0.708333333333335,10,5,-15.692673751225868,0,85,A
688280.SH,精进电动,汽车配件,20260630,5.49,7.5885,3.960494187281988,-0.3476485549432269,87729.163,4.771,3.1401,0.99,324031.6584,285778.7109,5.21,5.49,5.16,15.713822157164985,21.590486142106485,-0.3404852259179474,-0.014326658050558994,308.6295,5.0247,25,20,20,5,0.8484848484848491,10,5,-27.65368649930816,0,85,A
003025.SZ,思进智能,机床制造,20260630,14.08,14.504193780772221,1.6405780165896857,-0.11597339366366555,191873.0212,3.5294,6.0345,1.2,399806.528,318793.5872,13.45,14.52,13.27,14.757178959697566,21.315479431251504,0.22684578870596034,-0.6856383647392518,26.0702,3.0743,25,10,20,10,0.5040000000000007,10,10,-2.9246284707983015,0,85,A
300631.SZ,久吾高科,环境保护,20260630,23.050000000000004,26.425811125396915,-1.9022641230908164,-0.7039894916924752,46660.478,3.0398,1.7042,0.67,288197.377,280299.7555,22.460000000000004,23.15,21.980000000000004,24.382431928698548,37.52477995459323,-0.510926294408711,-0.3861263945675284,40.1171,2.1245,25,20,20,0,0.5042735042735065,10,5,-12.77467363017871,0,80,A
301315.SZ,威士顿,软件服务,20260630,38.18,46.56012365591399,1.791231398740294,-1.9672066481743826,57073.23299,1.0588,1.705,0.74,335984.0,335984.0,37.76,38.6,37.35,25.601645457154106,37.50685248636101,-1.9750271323576118,0.015640968366458452,103.7811,3.2507,25,20,20,0,0.33600000000000135,5,10,-17.998499569812807,0,80,A
603488.SH,展鹏科技,运输设备,20260630,10.28,11.4435,-2.1575834208638227,-0.27352525553271967,144158.991,1.9841,4.853,0.81,300166.1312,300166.1312,9.99,10.7,9.81,14.338019755312665,22.58582134340091,-0.0071695278826045886,-0.5327114553002301,,3.8754,25,20,20,5,0.32584269662921295,5,0,-10.16734390702146,0,75,B
301361.SZ,众智科技,电气设备,20260630,30.03,36.794101150668766,-2.1224555652088384,-1.9315353097861632,41321.82156,1.2133,2.4624,0.67,349357.008,169177.008,29.46,30.18,29.19,15.542736203137917,24.375332087311293,-1.6744309246642461,-0.514208770243834,35.5878,2.8046,25,20,20,0,0.5757575757575769,10,0,-18.38365645343621,0,75,B
300449.SZ,汉邦高科,IT设备,20260630,7.3,8.025833333333333,-5.741375751420598,-0.17196084663285838,116616.512,2.2409,4.1221,0.67,281806.28,281806.28,7.14,7.48,7.1,19.979466108535355,32.83988703851333,-0.05979054393344728,-0.2243406053988222,,10.1283,25,20,20,0,0.4210526315789469,10,0,-9.043713010071642,0,75,B
301157.SZ,华塑科技,电气设备,20260630,62.48,71.57546787227753,-0.33299619715856466,-2.1589245480568877,57397.08925,2.1416,4.4758,0.72,374880.0,129069.9344,61.37,62.86,60.02,21.39960310892036,32.26590276195982,-1.570686538684276,-1.1764760187452232,120.9218,3.3715,25,20,20,0,0.3908450704225355,5,5,-12.707521365431926,0,75,B
300546.SZ,雄帝科技,IT设备,20260630,15.16,19.10426893339312,3.522156817614153,-0.9243313719739348,47527.9098,1.4047,2.3437,0.66,284476.9452,204555.396,14.930000000000001,15.21,14.609999999999998,22.495831795155468,31.982669283926125,-0.9132060754842146,-0.02225059297944032,110.0387,2.5349,25,20,20,0,0.38333333333332903,5,5,-20.646008214942853,0,75,B
001226.SZ,拓山重工,工程机械,20260630,47.45,48.49750000000001,0.8887893971354401,-0.2872243999045807,46666.543,1.1511,2.9134,0.52,354293.4915,160980.768,47.32,47.99,46.13,23.059964695917834,34.14555234530903,0.28853906511563837,-1.151526930040438,154.6253,4.7669,25,20,20,0,0.06989247311828096,0,10,-2.15990514975,0,75,B
300880.SZ,迦南智能,电器仪表,20260630,21.25,22.644536650768416,-8.857926334827894,-0.07023742668429023,162649.3553,0.9981,3.9771,0.82,414666.7625,414622.5625,20.750000000000004,21.529999999999998,20.4,21.409745710623792,36.54358173334963,0.2989802656297635,-0.7384353846281074,54.6195,3.865,25,20,12,5,0.44247787610619194,10,0,-6.158380152685057,0,72,B
301149.SZ,隆华新材,化工原料,20260630,10.58,12.488666666666667,4.708661599738861,-0.46281024434521,89931.36021,3.6239,3.3252,1.18,454940.0,276330.2386,10.03,10.65,9.93,22.845184162990705,31.913445444616627,-0.3617187235985305,-0.20218304149335897,34.4451,2.1534,12,20,20,10,0.7638888888888892,10,0,-15.283190092350399,0,72,B
301059.SZ,金三江,化工原料,20260630,11.09,13.89893375847409,2.230936357719326,-0.8517177381478653,37636.1358,0.8182,1.6546,0.87,256349.786,229020.0336,11.0,11.14,10.81,10.628538490583706,14.827339557015895,-0.590339310414104,-0.5227568554675226,30.6462,3.9135,25,20,12,5,0.27272727272727226,5,5,-20.209706782446542,0,72,B
300501.SZ,海顺新材,广告包装,20260630,12.7,13.50408759547622,2.7167624522757023,-0.16048450187164498,55855.8013,0.9539,3.1322,0.57,353292.029,181196.742,12.47,12.77,12.33,28.776861179104294,41.806910542518594,-0.08281052080415668,-0.1553479621349766,,2.5388,25,20,12,0,0.5227272727272703,10,5,-5.954401508366876,0,72,B
301195.SZ,北路智控,软件服务,20260630,27.1,30.97230532638587,-5.49164778755236,-0.8542856922111213,73084.1095,0.8935,3.0755,0.8,357909.158,237639.358,26.65,27.64,26.65,13.241860244280243,22.608614260196543,-0.02920283484010258,-1.6501657147420374,26.3122,1.4494,25,20,12,5,0.45454545454545653,10,0,-12.50247692439924,0,72,B
301020.SZ,密封科技,汽车配件,20260630,21.84,24.00045943064961,-8.006336708996656,-0.5672409964318739,73346.91,1.1111,2.3037,0.44,319737.6,319737.6,21.65,21.99,21.16,21.353192364337016,36.03295690100385,-0.17863229036649336,-0.777217412130761,34.8708,3.1669,25,20,20,0,0.22891566265060442,5,0,-9.00174197453325,0,70,B
600293.SH,三峡新材,玻璃,20260630,2.86,3.3223333333333334,0.39051848094264585,-0.10058896191945221,200534.205,2.8777,6.0621,0.65,331801.47,331801.47,2.8,2.95,2.66,14.129870669693858,20.999546764069464,0.019658736422414023,-0.2404953966837325,,1.9459,25,10,20,0,0.2068965517241381,5,10,-13.915922544396514,0,70,B
301399.SZ,英特科技,机械基件,20260630,16.48,20.527108325392145,0.773401816177234,-0.7805128479419032,49490.02278,1.1043,5.4802,0.42,304912.96,90118.5728,16.28,16.72,16.0,18.912255923138517,27.981682976619158,-0.7651543399615487,-0.030717015960709082,136.5105,2.3105,25,10,20,0,0.27777777777777724,5,10,-19.71592033928057,0,70,B
301499.SZ,维科精密,汽车配件,20260630,29.18,34.27191380896071,1.5611436311867237,-1.0095619550083583,129748.20531,6.3024,13.3017,0.88,403427.5064,100856.8766,27.55,29.56,26.96,31.447903717796954,46.39128376110207,-0.440721581557714,-1.1376807469012886,73.5282,3.0881,25,0,20,5,0.626923076923077,10,10,-14.857395584454883,0,70,B
301446.SZ,福事特,机械基件,20260630,36.7,41.64290873342821,-3.0579945001080517,-1.426604808210861,37553.824,2.2854,3.3248,0.8,381680.0,114026.9,36.52,37.17,35.35,16.823807968885987,26.764709203383006,-0.5236590656897474,-1.8058914850422274,50.7009,3.1456,25,20,20,5,0.09890109890109873,0,0,-11.869748977117826,0,70,B
301522.SZ,上大股份,小金属,20260630,26.17,29.917962532299743,1.917096807592742,-0.9044879908984989,127629.74021,2.6275,1.7674,0.94,973175.1539,724174.1464,25.57,26.47,25.34,21.97565556118687,32.00493493798393,-0.8937707836949469,-0.02143441440710392,95.5143,5.0158,4,20,20,5,0.5309734513274353,10,10,-12.527465826770129,0,69,B
300542.SZ,新晨科技,软件服务,20260630,11.08,14.362333333333334,-3.749336899989885,-0.7745134685890473,53587.18508,0.7273,1.9451,0.84,330804.3692,274320.856,10.98,11.29,10.85,17.04206376457265,27.43776409685392,-0.7414721137287087,-0.06608270972067731,,6.2031,25,20,12,5,0.2272727272727267,5,0,-22.853760995195767,0,67,B
688267.SH,中触媒,化工原料,20260630,19.7,23.580555328665888,0.5546977947083036,-1.1756603694364927,54001.598,2.9796,1.22,0.79,449428.511,449428.511,19.24,19.99,18.79,14.864372038700731,22.019209160696946,-0.7762171526188709,-0.7988864336352435,22.9576,1.5725,12,20,20,0,0.38333333333333425,5,10,-16.456590078472246,0,67,B
