ts_code,name,industry_name,trade_date,close_qfq,ma_qfq_60,kdj_qfq,macd_dif_qfq,amount,pct_chg,turnover_rate,volume_ratio,total_mv,circ_mv,open_qfq,high_qfq,low_qfq,kdj_k_qfq,kdj_d_qfq,macd_dea_qfq,macd_qfq,pe_ttm,pb,score_mv,score_turnover,score_pct,score_vr,body_ratio,score_body,score_j,close_vs_ma60,score_ma60,score,score_level
603669.SH,灵康药业,化学制药,20260722,5.450000000000001,5.0585,-16.235746265411592,0.2729374593549698,452521.311,2.4436,11.793,1.6,388220.504,388220.504,4.99,5.77,4.99,24.572576918639697,44.97673851066534,0.446268836216767,-0.34666275372359434,,6.8985,25,0,20,5,0.5897435897435913,10,0,7.739448453098756,0,60,C
300871.SZ,回盛生物,农业综合,20260722,20.31,23.039328621473786,-12.236038671286018,-0.4027480499752407,125560.64485,0.0493,3.0392,0.59,409824.1164,409824.1164,20.06,20.96,20.05,15.694277045395124,29.659434903735693,-0.03997739272326282,-0.7255413145039558,14.3128,1.8177,25,20,5,0,0.2747252747252747,5,0,-11.846389564190332,0,55,C
300859.SZ,西域旅游,旅游服务,20260722,24.43,28.261666666666667,-0.015603049842013661,-0.9666240578087191,62244.4985,0.123,1.6534,0.64,378665.0,378665.0,24.5,24.54,24.07,15.55500262807266,23.34030546703,-0.8883852387368698,-0.15647763814369853,48.7987,5.0147,25,20,5,0,0.14893617021276692,0,5,-13.557822728076902,0,55,C
