ts_code,name,industry_name,trade_date,close_qfq,ma_qfq_60,kdj_qfq,macd_dif_qfq,amount,pct_chg,turnover_rate,volume_ratio,total_mv,circ_mv,open_qfq,high_qfq,low_qfq,kdj_k_qfq,kdj_d_qfq,macd_dea_qfq,macd_qfq,pe_ttm,pb,score_mv,score_turnover,score_pct,score_vr,body_ratio,score_body,score_j,close_vs_ma60,score_ma60,score,score_level
688758.SH,赛分科技,化工原料,20260803,23.01,20.765582149832824,-6.819929403819231,0.696183040892123,337592.893,3.8826,4.7324,1.37,958283.8941,686120.6937,22.23,25.07,21.9,23.321053694721662,38.39154524399211,1.0261277842096577,-0.6598894866350693,69.2838,6.9123,4,20,20,10,0.24605678233438508,5,0,10.808355065476682,0,59,C
301092.SZ,争光股份,化工原料,20260803,36.73,47.3942487562189,3.69023373003839,-3.510470792116621,133083.54297,1.7733,5.9238,0.62,494148.1569,223830.4162,36.11,37.89,35.88,9.859543348671966,12.944198157988755,-1.6418292610661447,-3.7372830621009525,52.7281,2.4995,12,10,20,0,0.3084577114427851,5,5,-22.501145257249338,0,52,C
301367.SZ,瑞迈特,医疗保健,20260803,44.6,44.37614179716997,4.375151026378475,0.47861278936279206,78279.31717,0.541,1.7962,0.53,558767.978,437522.432,44.35,45.11,43.76,22.345388890464104,31.330507822506917,0.8953217756691769,-0.8334179726127697,29.0798,1.8158,12,20,12,0,0.18518518518518498,0,0,0.5044562094947747,3,47,D
