ts_code,name,industry_name,trade_date,close_qfq,ma_qfq_60,kdj_qfq,macd_dif_qfq,amount,pct_chg,turnover_rate,volume_ratio,total_mv,circ_mv,open_qfq,high_qfq,low_qfq,kdj_k_qfq,kdj_d_qfq,macd_dea_qfq,macd_qfq,pe_ttm,pb,zhixing_mid_duokong,zhixing_duokong,shrink,amplitude,dist_to_mid,score_mid_dist,score_macd,body_ratio,score_body,score,score_level
002925.SZ,盈趣科技,元器件,20260707,22.8,21.142709225352114,-5.748719156166146,0.6464668117364418,320968.90425,1.3784,1.9296,0.62,1759405.32,1666789.668,22.34,23.22,22.16,29.905241617901133,47.73222200493477,0.7717840021151564,-0.25063438075742916,29.6355,3.4051,23.198218224697552,22.006411146704792,True,4.713205869275228,1.716589700296877,8,30,0.43396226415094474,5,43,C
