ts_code,name,industry_name,trade_date,close_qfq,ma_qfq_60,kdj_qfq,macd_dif_qfq,amount,pct_chg,turnover_rate,volume_ratio,total_mv,circ_mv,open_qfq,high_qfq,low_qfq,kdj_k_qfq,kdj_d_qfq,macd_dea_qfq,macd_qfq,pe_ttm,pb,score_mv,score_turnover,score_pct,score_vr,body_ratio,score_body,score_j,close_vs_ma60,score_ma60,score,score_level
600930.SH,华电新能,新型电力,20260525,6.14,6.310833333333333,-4.3736399144060485,-0.03539805583361577,678713.973,1.4876,3.4296,0.77,25612571.4284,1983105.5547,6.08,6.18,6.07,11.889265219793687,20.020717786893556,-0.0025301872378089927,-0.06573573719161356,40.0033,2.319,4,20,20,0,0.5454545454545447,10,0,-2.706985342664731,0,54,C
603586.SH,金麒麟,汽车配件,20260525,16.56,17.294938917975568,1.3509177729532098,-0.15230873822694235,26145.926,0.0,0.8047,0.72,324663.4037,324663.4037,16.6,16.76,16.4,31.30983221768758,46.28928944005476,-0.1537941082137246,0.002970739973564507,46.5019,1.4537,25,10,5,0,0.1111111111111177,0,10,-4.249445005045419,0,50,C
300601.SZ,康泰生物,生物制药,20260525,13.49,14.1445,-0.43378932492971245,-0.1587424091494185,132365.486,0.6716,1.0985,0.79,1506738.9221,1214605.1479,13.410000000000002,13.5,13.29,9.650067924654833,14.691996549447104,-0.023255546337764946,-0.2709737256233071,185.4781,1.646,4,20,12,0,0.3809523809523713,5,5,-4.627240270069642,0,46,D
600550.SH,保变电气,电气设备,20260525,14.29,16.007333333333335,-8.460397090661356,-0.2973113757915975,519683.538,1.0608,1.9685,0.77,2631544.1979,2631544.1979,14.26,14.57,14.14,9.407140308189664,18.340909007615174,-0.13675582505695133,-0.32111110146929234,115.2823,29.4893,4,20,20,0,0.06976744186046367,0,0,-10.728416142601322,0,44,D
000925.SZ,众合科技,运输设备,20260525,8.42,8.197333333333333,-8.396713158692386,0.09797814421352058,398159.007,0.9592,7.07,0.61,569503.4204,566871.7073,8.34,8.48,8.19,10.549047521950369,20.021927862271745,0.37924331876753736,-0.5625303491080336,,1.7686,12,10,12,0,0.2758620689655166,5,0,2.7163305139882934,5,44,D
000950.SZ,重药控股,医药商业,20260525,6.19,6.003833333333333,-2.1050628652083674,0.07943585488925997,170195.462,0.1618,1.5974,0.58,1069746.3268,1069746.3268,6.15,6.27,6.08,29.06583185288247,44.65127921192789,0.10541026013891744,-0.051948810499314935,24.7506,0.9138,4,20,5,0,0.21052631578947442,5,0,3.1007967132110217,5,39,D
601333.SH,广深铁路,铁路,20260525,3.0300000000000002,3.095333333333334,-0.7698670103279426,-0.01226544274412733,120540.509,0.0,0.7026,0.79,2146311.711,1712627.811,3.0300000000000002,3.05,3.02,12.949040757785522,19.808494641842252,-0.000531345070177096,-0.02346819534790047,13.9623,0.7417,4,10,5,0,0.0,0,5,-2.1107042860219796,0,24,D
600927.SH,永安期货,多元金融,20260525,14.45,14.5275,-4.199647586958733,0.02156414800608708,97684.828,1.3324,0.4635,0.67,2103277.7784,2103277.7784,14.39,14.85,14.27,13.320254893025098,22.080206133017015,0.09768719863315535,-0.15224610125413654,25.144,1.5698,4,0,20,0,0.10344827586206674,0,0,-0.5334710032696649,0,24,D
603858.SH,步长制药,中成药,20260525,15.300000000000002,16.418166666666668,-1.8196068121275495,-0.3039032698007613,56016.635,0.1965,0.3482,0.75,1613489.7163,1613489.7163,15.28,15.370000000000001,15.160000000000002,9.40251957159337,15.01358276345383,-0.19474263869407982,-0.218321262213363,43.1489,1.5787,4,0,5,0,0.09523809523811054,0,5,-6.810545229369898,0,14,D
601811.SH,新华文轩,出版业,20260525,12.969999999999999,13.716833333333334,4.567306756812663,-0.2318618624494171,17438.088,0.0772,0.1699,0.66,1600291.777,1027099.3583,12.96,13.030000000000001,12.92,13.300297982051768,17.666793594671322,-0.1793220353222762,-0.10507965425428178,10.2205,1.0287,4,0,5,0,0.09090909090907183,0,0,-5.444648303179802,0,9,D
